ID,rubrik,length,body
B2_4,goetheB2,127,"['In Deutschland gibt es das ganze Jahr über viele Feste von denen viele einen christlichen Hintergrund haben. Fasching auch Fastnacht genannt wird insbesondere im Rheinland aber auch in Süddeutschland gefeiert. Die Menschen verkleiden sich durch die Straßen ziehen Paraden die man „Umzüge“ nennt. Die meisten Feiern finden am Rosenmontag oder Faschingsdienstag statt am Aschermittwoch ist alles vorbei. Ostern hat keinen festen Termin es findet immer im Frühling statt. Am Karfreitag gedenkt man Christus der gestorben und am Ostermontag wieder auferstanden ist. Am Ostersonntag suchen die Kinder Ostereier. Weihnachten feiert man die Geburt Christi. Am 24. Dezember dem Heiligen Abend kommt die Familie zusammen man beschenkt sich geht in die Kirche und singt Weihnachtslieder. An Heiligabend schließen sich zwei Festtage an alle Geschäfte sind während der Feiertage geschlossen.']"
C1_1,goetheC1,507,"['Eltern klagen dass ihre Kinder ihnen nicht gehorchen Streit den Alltag bestimmt. Lehrer klagen über freche bis gewalttätige Schüler und das fehlende Interesse der Eltern an der Schule. Sie fühlen sich mit der Aufgabe überfordert gleichzeitig Erziehungs- und Bildungsarbeit leisten zu müssen. Die Berliner Lehrerin Eva Schmoll wollte diesen Zustand nicht als unabwendbares Schicksal hinnehmen. Sie suchte nach Lösungsmöglichkeiten und entdeckte ein Elterntrainingsprogramm das seit dreißig Jahren in den USA mit Erfolg praktiziert wird. Zunächst ohne staatliche Unterstützung führte sie 2004 an ihrer Schule Elternseminare ein. Deren Grundidee: Bildung gibt es nicht ohne Erziehung. Und das bedeutet dass Eltern und Lehrer gemeinsame Sache machen müssen. Um zu diesem Ziel zu gelangen musste das Vertrauen der Eltern in die Institution Schule zurückgewonnen werden. Dass dies nicht vorhanden war zeigte sich auf den Elternabenden: Immer weniger Mütter und Väter kamen. Gesprächsangebote wurden nicht angenommen oder erst dann wenn die Probleme der Kinder in der Schule so massiv waren dass sie sich nicht mehr ignorieren ließen. In den Elternseminaren soll dieses Vertrauen neu entstehen indem man ein gegenseitiges Verständnis schafft für die Probleme im Umgang mit den Kindern. Dafür schlüpft man auch mal in die Rolle des anderen – und auch in die der Kinder. Das Modell das Frau Scholl anfangs in Eigeninitiative gestartet hat entwickelte sich so positiv dass bereits 32 Berliner Schulen Elternseminare anbieten und über dreißig weitere Schulen in Berlin und Brandenburg demnächst diese Seminare einführen werden. Inzwischen kümmert sich das Landesinstitut für Schule und Medien im Auftrag der Schulverwaltung um die neuntägige Ausbildung der Lehrkräfte zu Elterntrainern und übernimmt auch die Kosten. Die ausgebildeten Elterntrainer arbeiten mit kleinen Gruppen von acht bis zwölf Teilnehmern. Die Gruppen sind bewusst klein gehalten um eine offene Diskussion zu ermöglichen. Schließlich geht es um sehr private Probleme – auch wenn die behandelten Themen wie Taschengeld Fernsehkonsum Mitarbeit im Haushalt Hausaufgaben oder Schuleschwänzen im Prinzip alle Eltern betreffen. Dieses Gemeinsame ist es auch was die Eltern an den Seminaren schätzen. Sie sind erleichtert wenn sie merken dass sie mit ihren Schwierigkeiten nicht allein sind. Dass viele Eltern die Seminare akzeptieren war nicht immer so. Trotz Informationsbroschüren gutem Zureden und mehr als 200 Telefonaten nahmen beispiels­weise nur drei Eltern am ersten Programm einer Hauptschule teil. Da es kein rechtliches Mittel gibt die Eltern zu einer Teilnahme an den Seminaren zu verpflichten kam man in dieser Schule auf die Idee die Eltern zu ihrem Glück zu zwingen: Der Besuch des Elternseminars ist Teil einer “Bildungsvereinbarung” einer Art Vertrag der von Eltern Schülern und Schule geschlossen wird. Alle Parteien verpflichten sich darin bestimmte Regeln einzuhalten. Eltern die im Seminar häufig fehlen oder gar nicht erst erscheinen laufen Gefahr dass ihr Kind die Schule verlassen muss. Eine betroffene Mutter hielt Vertrag und Elternseminar für eine neue Variante von “Pädagogenquatsch” der bestimmt nichts bringe. Nun ist sie überzeugt. Sie respektiert anders als früher die Arbeit der Lehrer und ist dankbar Denkanstöße für die Erziehung ihrer zwei Söhne zu bekommen oder ein paar Tipps und Tricks wie sich familiäre Konflikte wenn nicht vermeiden so doch entschärfen lassen.']"
C1_2,goetheC1,467,"['Wer etwas verkaufen will muss für sein Produkt werben – und er muss um Aufmerksamkeit zu wecken aus der Masse der Werbung hervorstechen. Das ist gar nicht so einfach denn jeder Deutsche hat ungefähr 3000 Markenkontakte pro Tag. Das heißt dass er Tag für Tag mit 3000 Werbeaussagen im Fernsehen in Zeitungen und Zeitschriften auf Plakaten oder Litfaßsäulen konfrontiert wird. In dieser Flut von Werbung können einzelne Produkte leicht übersehen werden weshalb die Werbefachleute immer auf der Suche nach neuen Marketingstrategien sind und weder Kosten noch Mühen scheuen alles auszutesten was Kaufentscheidungen steuert. Einig ist man sich in der Werbeindustrie dass vor allem das Unbewusste beim potenziellen Käufer angesprochen werden muss und dies möchte man durch die Anregung der verschiedenen Sinnesorgane erreichen. So gibt es in der Branche unter anderem intensive Forschungen darüber mit welchen Lichteffekten und Düften mit welcher Musik der Kunde dazu gebracht werden kann mehr Zeit in einem Geschäft zu verbringen. Es ist nämlich durch etliche Marktstudien belegt dass die Aufenthaltsdauer einen bedeutenden Einfluss auf das Kaufverhalten hat. Je länger der Kunde in einem Geschäft verweilt desto mehr kauft er. Eine neutrale Lichtgestaltung hat beispielsweise keine zum Bleiben animierende Wirkung. Es wird nur das gekauft was auf dem Einkaufszettel steht. Farbige Lichteffekte die zu dem Laden und seinen Waren passen haben umgekehrt die Wirkung dass sich ein gesteigertes Kaufinteresse entwickelt. Allerdings muss beim Lichtdesign die Zielgruppe im Auge behalten werden: Europäische Kunden reagieren positiv auf warme Töne während asiatische Käufer kühles Licht bevorzugen. Auch Düfte regen zum Kauf an da sie wie Werbepsychologen es formulieren ein Wohlfühlgefühl hervorrufen – allerdings nur bei richtig dosiertem Einsatz. Der Duft darf nur leicht spürbar sein weil er sonst als aufdringlich empfunden wird und manche Kunden dazu veranlasst so schnell wie möglich das Geschäft zu verlassen. Dass Musikberieselung ein Problem und oft schwierig ist wissen auch die Werbestrategen. Dennoch setzen sie auf Musik da sie einerseits von störenden Geräuschen ablenkt und andererseits Stille übertönt die von vielen als unangenehm einschüchternd oder sogar beängstigend empfunden wird. Schwierigkeiten bereitet die Musikauswahl den Geschäften deren Kundschaft bunt gemischt ist. Was dem einen gefällt geht dem anderen auf die Nerven. Aus diesem Grund greifen Kaufhäuser und Supermärkte in der Regel zu dezenter Hintergrundmusik die kaum wahrgenommen wird und dennoch den oben genannten Zweck erfüllt. Anders sieht es in Spezialgeschäften aus die eine eher einheitliche Zielgruppe ansprechen. In Trendshops für junge Leute darf es ruhig rockig und laut zugehen wohingegen im Weinhandel Popmusik die Kauflust verringert. Ertönt jedoch klassische Musik wird mehr und teurer eingekauft. Werden also Auge Nase Ohr positiv stimuliert überträgt der Kunde sein Wohlbefinden auf die präsentierte Ware oder das Geschäft insgesamt. Streng rationale Kaufkriterien verlieren an Wirksamkeit und aus dem momentanen guten Gefühl heraus wird eine Kaufentscheidung gefällt die ohne diese psychologisch ausgetüftelten Sinnesanreize vielleicht nie zustande gekommen wäre.']"
C2_1,goetheC2,1064,"['Ich bin Lehrerin. Ich unterrichte die klassische Fächerkombination Deutsch und Geschichte an einem norddeutschen Gymnasium. Wenn ich den ersten Satz lese kommt er mir vor wie ein Geständnis. Und irgendwie ist er es auch und eben nicht nur die kurze und knappe Information über meinen Beruf. Wenn ich nämlich von Leuten die ich gerade kennengelernt habe – im Urlaub auf einer Party in einem Kurs – nach meinem Job gefragt werde kommt mir dieser Satz „Ich bin Lehrerin“ stets wie ein Bekenntnis vor wie ein Bekenntnis zu etwas Negativem ungefähr ähnlich dem Bekenntnis zu einem Laster wie dem Rauchen oder Schlimmerem. Wieso eigentlich? Ich mag meinen Beruf. Nicht wegen des Beamtenstatus der mich nicht den Unwägbarkeiten des Arbeitsmarktes aussetzt. Der ist zwar angenehm das gebe ich zu aber nicht entscheidend. Und die viele Freizeit – die ist sowieso nur eine Illusion. Nein als ich damals “auf Lehramt” studierte steckte ich voller Ideale. Die Arbeit mit Kindern und Jugendlichen die Vermittlung von Wissen und Werten – ich konnte mir keinen besseren Beruf vorstellen. Eigentlich müsste ich mich mit meinem Beruf nicht verstecken könnte stolz auf ihn sein. Das bestätigte mir vor Kurzem eine Umfrage die die Wochenzeitung “Die Zeit” in Auftrag gegeben hatte. Danach bescheinigten 64 Prozent der Befragten den Lehrern dass sie gute oder sogar sehr gute Arbeit leisteten. Also jubilieren und an die Brust klopfen? Schön wär’s wenn ich’s könnte. Doch da ist die andere Seite der Medaille. Ich glaube kaum ein Berufsstand wurde in den vergangenen Jahren so stark angegriffen wie der der Lehrer. Erinnern Sie sich noch an den ehemaligen Bundeskanzler Gerhard Schröder der die Lehrer samt und sonders als “faule Säcke” beschimpfte? Und dann sind da die diversen Pisa-Studien die immer wieder belegen dass deutsche Schüler im internationalen Vergleich gerade mal nur Mittelmaß sind. Wer trägt dafür die Verantwortung? Soziale Schieflagen strukturelle Verkrustungen überfrachtete Lehrpläne Einsparmaßnahmen an allen Ecken und Enden? Ja schon aber letztendlich sind es dann doch wieder die Lehrer die “Pauker” die die Sache nicht in den Griff kriegen sich zu wenig Mühe geben oder gar für ihren Beruf nicht geeignet sind. Es erschreckt mich wenn eine Mutter mit dem “Lehrerhasser-Buch” einen Bestseller landet und Eltern auf der Internetseite “Schulradar” mit den Schulen und Lehrern ihrer Kinder abrechnen. Warum beschweren sie sich nicht in den Sprechstunden suchen das klärende Gespräch? Angst dass Kritik die Schullaufbahn ihrer Kinder gefährden könnte? Leider muss ich zugeben dass es diesen Machtmissbrauch einiger Kollegen gibt aber muss man deshalb alle “Pauker” in die Schmuddelecke stellen? Dass das elterliche Duckmäusertum auf die Kinder abfärbt ist logisch – und das Internet bietet ihnen beste Rahmenbedingungen um ihren Frust abzulassen. Harmlos ist noch die Internetplattform “Spickmich” auf der Schüler uns Lehrer anonym bewerten. Anders sieht es dann aus wenn das Netz missbraucht wird um Lehrer zu diffamieren lächerlich zu machen oder sie zu bedrohen. Es geht so weit dass gefälschte Videos bei YouTube eingestellt werden die Kollegen auf das Übelste beleidigen und in den Dreck ziehen. Was können wir Lehrer tun um die Dinge zum Besseren zu wenden? Natürlich könnten wir immer wieder auf die anderen zeigen darüber klagen was uns angetan wird und auf unsere kaum zu bewältigenden Aufgaben verweisen ­– die uns auch 82 Prozent der in der “Zeit”-Umfrage Befragten zugestehen – dass wir nämlich oft Erziehungsaufgaben der Eltern übernehmen müssen. Wir könnten uns aber auch an die eigene Nase fassen und überlegen wie wir gegen das oben genannte Duckmäusertum angehen können ebenso wie gegen die vielfältigen Arten des Dampfablassens in den anonymen Weiten des weltweiten Netzes. Es ist schon komisch dass wir Lehrer die wir stets und ständig andere und ihre Arbeit bewerten und beurteilen nicht in der Lage sind souverän mit Kritik oder Urteilen über uns selber umzugehen. Kommt Kritik in Form von “Schulradar” oder “Spickmich” auf uns zu machen wir dicht statt zu erkennen wie sehr sich Schüler und Eltern in ihren Meinungsäußerungen gehemmt oder unterdrückt sehen. Das Fehlen einer Kultur der Rückmeldung verweist auf ein Verhaftetsein der Schulstrukturen in autoritären Mustern. Ein wesentlicher Grund für diese Abschottung gegenüber Kritik Anregungen Lob und Tadel mag sein dass es keine einheitlichen Standards für den Lehrerberuf gibt. Wer kann schon genau definieren was man von uns erwarten darf und was nicht? Wenn man sich so umschaut sind die Anforderungen enorm sie unterscheiden sich je nachdem wer sie stellt nur darin was in den Vordergrund geschoben wird. Wir sollen also selbstverständlich Wissensvermittler Erzieher und Lebensberater sein. Außerdem als Lernbegleiter den Schülern zur Seite stehen und ihr Selbstwertgefühl stärken. Nicht zu vergessen ist dass wir den Übergang zur Ganztagsschule meistern die Umstellung auf das Abitur nach 12 Jahren mit Einfallsreichtum und Erfolg erledigen und bei der nächsten Pisa-Studie ein paar Plätze vorrücken. Kein Lehrer wird all diesen Anforderungen perfekt genügen können und aus diesem Wissen heraus mauern die meisten wenn es darum geht in einen offenen Dialog mit Eltern und Schülern zu treten. Wenn wir Lehrer untereinander ohne Scheu und falsche Scham die Karten auf den Tisch legen müssen wir alle zugeben dass unser Alltag von permanenter Angst begleitet wird. Einer Angst die mal stärker mal nur ganz im Hintergrund vorhanden ist – der Angst vor der Klasse zu scheitern. Wir müssen zugeben dass keine Unterrichtsstunde reine Routine ist sondern das Gegenteil: immer wieder ein Kampf um Anerkennung ein Ringen um Aufmerksamkeit und Disziplin. Und was tun wir dagegen? Bereiten Fachlehrer gemeinsam Unterrichtseinheiten vor? Probieren wir alternative Methoden aus? Entwickeln wir gemeinsam Kommunikationsformen die uns näher an die Wünsche und Vorstellungen unserer Schüler bringen? Leider nicht. In der Mehrzahl der Fälle bleibt jeder Kollege der traditionelle Einzelkämpfer und das was sich hinter der Klassentür abspielt bleibt geheim – es sei denn Frust Mitteilungsbedürfnis und Wut suchen sich den wenig schönen Ausweg übers Internet. Es gibt inzwischen Schulen an denen eine kontinuierliche Lehrerbewertung durch die Schüler eingeführt wurde. Damit sie funktioniert muss dreierlei passieren: Erstens müssen die bewertenden Schüler anonym bleiben. Die Schüler müssen zweitens gelernt haben wie man Kritik übt dass also Beleidigungen wie “Schlampe” oder Ähnliches nichts bringen. Und drittens erfährt allein die betroffene Lehrkraft die Ergebnisse mit denen sie dann umgehen kann wie sie will. Bisher ist erst ein Viertel der bewerteten Lehrerinnen und Lehrer bereit mit ihrer jeweiligen Klasse über die geäußerte Kritik zu sprechen. Manchen Schülern ist das zu wenig und sie fragen nach dem Sinn der ganzen Frageaktion. Ihnen möchte ich antworten: Habt Geduld immerhin ist ein Anfang gemacht.']"
C2_2,goetheC2,748,"['Ich werde euch ein Geheimnis verraten nämlich dass ich im Sommer zum ersten Mal eine Strafe in Deutschland erhalten habe. Da die Sommerferien begonnen hatten bat mich mein Nesthäkchen ihr ein „Mensch ärgere dich nicht“-Brettspiel zu kaufen. Meine Frau wollte mit mir in die Stadt fahren und einige Dinge für den Haushalt sowie einen Fleischwolf kaufen – Es gab ein für jeden Schnäppchenjäger verlockendes Angebot in der Zeitung. In der Stadt versuchte ich einen Parkplatz zu finden. Doch als ein parkendes Fahrzeug den Parkplatz verließ nahm mir ein Mercedes den Parkplatz weg obwohl ich bereits blinkend in Warteposition stand. Ich sage jetzt besser nichts mehr dazu sonst verbrenne ich mir noch den Mund. Mit Hängen und Würgen und Ach und Krach ergatterte ich dann doch noch einen Parkplatz. Am Parkautomaten zog ich einen Parkschein mit so wie ich dachte ausreichender Parkdauer – zwei Stunden sollten doch wirklich ausreichen. In der Stadt bahnte ich mir einen Weg durch das Gedränge und fand schließlich ein Geschäft für Spielwaren. Der Verkäufer schwatzte mir nichts auf er riet mir nur ein anderes Brettspiel zu kaufen weil das Ziel des „Mensch ärgere dich nicht“ sei andere aus dem Rennen zu werfen um zu gewinnen: „Sie sollten Ihrer Tochter nicht beibringen den anderen einfach rauszuschmeißen oder rauszukicken!“ Er empfahl mir ein anderes Spiel zu nehmen wo man mit allen gemeinsam versucht ein Ziel zu erreichen. Aber ich bestand darauf genau das Spiel zu erwerben welches meine Tochter sich gewünscht hatte. Und meine Frau kaufte noch ein Mühlespiel. Anschließend gingen wir zum Elektromarkt und kauften den Fleischwolf. In der Luft lag der Kaffeeduft aus dem Café nebenan als Lockvogel der uns zum Kaffeetrinken verleiten wollte. Neben dem Eingang zum Café saß ein Straßenmusiker. Er spielte Geige und die Musik schwebte durch die Luft. Als wir an ihm vorbeikamen verlangsamten wir unsere Schritte. Meine Frau sprach über das Wetter und sagte dass hier in Deutschland entweder Sauwetter sei oder eine Affenhitze herrsche. Ich versuchte bei ihr gut Wetter zu machen: „Lass die Sau raus und mach kein Affentheater!“ „Immer versuchst du deine Meinung zu geigen“ entgegnete meine Frau genervt. „Ich glaube ich habe es schon wieder vergeigt“ sagte ich daraufhin. „Aber zu Kaffee und Kuchen kannst du mich überreden“ schlug meine Frau vor. Nach dem Kaffee und einem Einkaufbummel sagte ich: „Jetzt müssen wir uns aber sputen!“ Obwohl wir mit jagendem Atem im Laufschritt zum Parkplatz geeilt waren hatten wir 25 Minuten Verspätung. „So schnell schießen die Preußen nicht“ versuchte ich mich zu beruhigen aber es klemmte doch tatsächlich schon ein Strafzettel an der Frontscheibe! Ich hatte mein erstes Knöllchen. “Da brat’ ich mir einen Storch!” Ich war stocksauer dass da jetzt so ein Schein unter dem Scheibenwischer klemmte. Und als mich meine Frau fragte warum es eigentlich „Knöllchen“ heiße hätte ich aus der Haut fahren können. „Also du knüllst das Ding das an der Windschutzscheibe hängt zusammen und wirfst es weg. Dann liegt da ein Knöllchen. So einfach ist das!“ „Aber zahlen musst du trotzdem“ sagte meine Frau. Ja wie ein Fleischwolf das Fleisch fein zerkleinert dreht und mahlt so zerkleinert das Knöllchen unser Geld. Das war ein Schlag in den Magen der nur schwer zu verdauen war. Meine Frau lächelte dankte Gott und sagte lachend: „Gott sei Dank dass das kein Schlag unter die Gürtellinie war.“ Ich habe euch das Geheimnis verraten dass ich an jenem Tag das erste Mal ein schonungsloses Knöllchen über 10 Euro in Deutschland erhalten hatte. Ich fühlte mich damals regelrecht durch den Fleischwolf gedreht. Ich weiß natürlich dass ein guter integrierter Syrer Prioritäten setzen sollte und früher und vor allem ausreichend viele Münzen in einen Parkautomaten werfen sollte. Wenn ein Parkticket abgelaufen ist ist es eben abgelaufen und das muss geahndet werden. Was aber damals das Fass zum Überlaufen brachte war das was auf dem Knöllchen stand: „Tatort Zeit Tat-Vorwurf“. Ich stellte mir damals vor der Täter in einer Tatortfolge zu sein. Vielleicht kommt meine Knöllchen-Geschichte ja tatsächlich an diesem Sonntagabend im Tatort: Dadda dadda da da da da… Und wer weiß vielleicht findet der Kommissar eine Verbindung zwischen dem Fleischwolf dem Brettspiel und dem Knöllchen? Aber ich war doch sonst immer pünktlich und korrekt mit meinen Parkscheinen! Warum kommen sie nicht mal vorbei um zu sagen dass ich toll geparkt habe oder um so einen Dankeschön-Zettel oder eine Blume mit einem Teddybären an der Windschutzscheibe anzubringen? Ich will jetzt aber nicht den sterbenden Schwan spielen ich werde einfach nur mit meiner kleinen Tochter „Mensch ärgere dich nicht“ spielen.']"
